food,foodon_iri,foodex_iri,foodex_embed_avail
02630 - cream cheese cake (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540263,A00AS,True
02640 - cheese cream sponge cake (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540264,A00AT,True
02650 - fruit cake (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540265,A00BA,True
02660 - muffins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540266,A00BC,True
02670 - meringue tart (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540267,A00BD,True
02680 - rotation cooked layered cakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540268,A0C6L,True
02690 - pyramid cake (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540269,A00BE,True
02700 - baumkuchen and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540270,A0C6M,True
02710 - chocolate-based cakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540271,A00BF,True
02720 - chocolate cake (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540272,A00BG,True
02730 - chocolate cake with fruits (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540273,A00BH,True
"02740 - cake marbled, with chocolate (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540274,A00BJ,True
02750 - yeast leavened pastry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540275,A00BK,True
02760 - buns (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540276,A00BL,True
02770 - croissant (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540277,A00BM,True
"02780 - croissant, filled with chocolate (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540278,A00BN,True
"02790 - croissant, filled with cream (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540279,A00BP,True
"02800 - croissant, filled with jam (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540280,A00BQ,True
02810 - doughnuts-berliner (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540281,A00BR,True
02820 - kringles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540282,A00BS,True
02830 - brioche type products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540283,A00BT,True
02840 - flat bread-based pastry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540284,A16FV,False
02850 - fried dough sweet (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540285,A16FY,False
02860 - shortcrust (pies -tarts) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540286,A00BV,True
02870 - flan tart (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540287,A00BX,True
02880 - rhubarb flan (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540288,A00BY,True
02890 - fruit pie-tarts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540289,A00BZ,True
02900 - marzipan pie (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540290,A00CB,True
02910 - pastry based on laminated dough (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540291,A00CC,True
02920 - croissant from puff pastry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540292,A00CD,True
"02930 - puff-pastry croissant, filled with chocolate (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540293,A00CE,True
02940 - apple strudel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540294,A00CF,True
02950 - cream-cheese strudel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540295,A00CG,True
02960 - baklava (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540296,A00CH,True
02970 - various pastry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540297,A00CJ,True
"02980 - dumpling, sweet (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540298,A00CK,True
02990 - pancakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540299,A00CL,True
03000 - scones and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540300,A00CM,True
03010 - macaroons (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540301,A00CN,True
03020 - meringue (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540302,A00CP,True
03030 - waffles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540303,A00CQ,True
03040 - spice cakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540304,A00CR,True
03050 - lebkuchen (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540305,A00CS,True
03060 - gingerbread (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540306,A00CT,True
03070 - puddings based on cereal products and/or nuts/fruits and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540307,A16EQ,False
03080 - breakfast cereals (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540308,A00CV,False
"03090 - breakfast cereals, plain (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540309,A04LH,False
03100 - cereal rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540310,A04LJ,True
03110 - mixed cereal rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540311,A00EH,True
03120 - barley rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540312,A00CY,True
03130 - millet rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540313,A00DF,True
03140 - oat rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540314,A00DH,True
"03150 - oat rolled grains, instant (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540315,A00DJ,True
"03160 - oat rolled grains, wholemeal (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540316,A00DL,True
03170 - rice rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540317,A00DQ,True
03180 - rye rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540318,A00DV,True
03190 - spelt rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540319,A00EA,True
03200 - wheat rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540320,A00EB,True
"03210 - porridge (in dry form, to be diluted) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540321,A00EN,True
03220 - barley porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540322,A00EX,True
03230 - cornmeal porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540323,A00ET,True
03240 - oat porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540324,A00EQ,True
03250 - rice porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540325,A00ER,True
03260 - rye porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540326,A00ES,True
03270 - wheat semolina porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540327,A00EV,True
03280 - mixed roasted flours for porridge-like food (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540328,A16GM,False
03290 - porridge (ready to eat) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540329,A0F0V,True
03300 - porridge milk based (ready to eat) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540330,A0F0T,True
03310 - porridge water based (ready to eat) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540331,A0ESM,True
03320 - cereal bars (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540332,A00EY,True
03330 - cereal bars plain (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540333,A00EZ,True
03340 - cereal bars mixed (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540334,A00FA,True
03350 - muesli and similar mixed breakfast cereals (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540335,A00EJ,True
03360 - muesli plain (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540336,A00EK,True
03370 - mixed breakfast cereals (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540337,A00EL,True
03380 - processed and mixed breakfast cereals (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540338,A04LK,False
03390 - cereal flakes and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540339,A04QY,True
03400 - processed mixed cereal-based flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540340,A00EM,True
03410 - processed barley-based flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540341,A00DA,True
03420 - processed maize-based flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540342,A00DD,True
03430 - processed oat-based flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540343,A00DN,True
03440 - oat high-bran flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540344,A00DK,True
03450 - processed rice-based flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540345,A00DS,True
03460 - processed rye-based flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540346,A00DY,True
03470 - processed wheat-based flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540347,A00EF,True
03480 - wheat germs rolled flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540348,A00EC,True
03490 - wheat bran rolled flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540349,A00ED,True
03500 - extruded breakfast cereal products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540350,A0F4Q,True
03510 - popped cereals (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540351,A04LL,True
03520 - barley popped (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540352,A00CZ,True
"03530 - popcorn (maize, popped) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540353,A00DC,True
03540 - oat popped (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540354,A00DM,True
"03550 - rice, popped (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540355,A00DR,True
03560 - rye popped (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540356,A00DX,True
"03570 - wheat, popped (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540357,A00EE,True
03580 - vegetables and vegetable products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540358,A00FJ,False
03590 - leafy vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540359,A00KR,True
03600 - lettuces and salad plants (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540360,A00KS,False
03610 - lamb's lettuces and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540361,A0DLC,True
03620 - lamb's lettuces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540362,A00KT,True
03630 - italian corn salads (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540363,A00KV,True
03640 - lettuces and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540364,A0DLB,True
03650 - lettuces (generic) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540365,A00KX,True
03660 - crisp lettuces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540366,A00KZ,True
03670 - cutting lettuces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540367,A00LA,True
03680 - lollo rosso (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540368,A00LB,True
03690 - head lettuces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540369,A00KY,True
03700 - romaines (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540370,A00LC,True
03710 - escaroles and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540371,A00LD,True
03720 - escaroles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540372,A00LE,True
03730 - curly endives (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540373,A00LF,True
03740 - dandelions (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540374,A00MD,True
03750 - puntarelle (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540375,A0DLA,True
03760 - radicchio (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540376,A00LG,True
03770 - sugar loaf chicories (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540377,A00LJ,True
03780 - wild chicories (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540378,A00LH,True
03790 - land cresses and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540379,A0DKQ,True
03800 - land cresses (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540380,A00LL,True
03810 - winter cress (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540381,A00YT,True
03820 - roman rocket and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540382,A00LM,True
03830 - roman rocket (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540383,A00LN,True
03840 - wall rocket (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540384,A00LP,True
03850 - red mustard leaves and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540385,A0DKP,True
03860 - red mustard leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540386,A00LQ,True
03870 - baby leaf crops (including brassica species) and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540387,A00MA,True
03880 - baby leaf chards (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540388,A0DKN,True
03890 - baby leaf escaroles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540389,A0DKL,True
03900 - baby leaf indian mustard leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540390,A00LZ,True
03910 - baby leaf lettuces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540391,A0DKM,True
03920 - baby leaf spinaches (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540392,A0DKK,True
03930 - baby leaf brassica crops (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540393,A00LR,True
03940 - rape greens (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540394,A00LV,True
03950 - rutabaga greens (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540395,A00LX,True
03960 - radish leaves (including radish tops) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540396,A00MB,True
03970 - other lettuces and salad plants (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540397,A00NF,True
03980 - scurvy-grass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540398,A00NZ,True
03990 - balsam pear leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540399,A00NG,True
04000 - box thorn (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540400,A00NH,True
04010 - papaya leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540401,A00NK,True
"04020 - nightshade, black (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03540402,A00NL,True
04030 - pepper leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540403,A00NM,True
04040 - plantain leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540404,A00NN,True
04050 - pokeweed (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540405,A00NP,True
04060 - salsify leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540406,A00NQ,True
04070 - senna leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540407,A00NR,True
04080 - sowthistle leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540408,A00NS,True
04090 - taro leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540409,A00NV,True
04100 - melientha grass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540410,A16QH,False
04110 - pumpkin leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540411,A16QL,False
04120 - jew's mallow leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540412,A16QM,False
04130 - blumea leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540413,A16QR,False
04140 - chayote leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540414,A16QS,False
04150 - blackjack leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540415,A00NY,True
04160 - marsh marigold leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540416,A00ME,True
04170 - mallow leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540417,A00MC,True
04180 - baobab leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540418,A0F6J,True
04190 - spinach-type leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540419,A00MG,True
04200 - spinaches and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540420,A00MH,True
04210 - spinaches (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540421,A00MJ,True
04220 - amaranth leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540422,A00ML,True
04230 - purple amaranth leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540423,A0DKH,True
04240 - red amaranth leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540424,A0DKG,True
04250 - spleen amaranth leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540425,A0DKF,True
04260 - chinese amaranth leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540426,A0DKE,True
04270 - green amaranth leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540427,A0DKD,True
04280 - bitterblad leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540428,A0DKC,True
04290 - bitterleaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540429,A0DKB,True
04300 - black eyed peas leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540430,A0DKA,True
04310 - cassava leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540431,A00NJ,True
04320 - garland chrysanthemums leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540432,A0DJZ,True
04330 - new zealand spinaches (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540433,A00MK,True
04340 - oraches leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540434,A00MV,True
04350 - sweet potato leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540435,A00NX,True
04360 - tannia leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540436,A00NT,True
04370 - purslanes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540437,A00MN,True
04380 - purslanes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540438,A00MP,True
04390 - agretti (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540439,A00MR,True
04400 - glassworts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540440,A00MS,True
